,Title,Abstract,lemma_text,DT_Labels
209,Fragrance Stimulation Mechanisms of Flowers and their Regulation Under Environmental Constraints,"Flower fragrance appears as a fascinating facet to attract humans and has significant influence on human lives and in plant reproduction via attracting pollinators to perform fertilization hence, possess substantial economic significance. At present, cultivators are primarily paid for high productivity rather than for fragrance; hence, less attention is given to increase desirable fragrance. However, flower fragrance has received extreme focus of researchers nowadays to gain knowledge about the formation, emission, and regulation of volatile compounds present in the flowers. Various scent controlling genes and scent gene-encoding enzymes that are directly involved in the synthesis of floral volatiles, have been identified in the past two decades. The purpose of the present review is (i) to summarize the need of enhancement in the flower fragrance, (ii) an overview of various floral volatiles biosynthetic pathways and AAAs-derived biosynthetic pathways to mediate floral scent in flowers, (iii) to understand bacterial biochemical transformation involved in the production of floral-scent-related compounds, (iv) to determine the influence of various transcription factors, genes and transporters in the regulation of flower fragrance, and (v) to explore the effect of various environmental factors viz., pollution, temperature, drought etc. on floral scent. Therefore, knowledge about the synthesis and accumulation of various specialized metabolites and their regulatory mechanism is of utmost importance. This will result in regulation and improvement in flowers with respect to their fragrance. Development of genotypes with high or modified flower fragrance is a key target. In addition, improved floral-scent emission is considered as a vital commercial profit. Very few reports are available on flower fragrance enhancement via various biosynthetic products in various cultivars. The present review paper emphasizes the role of various biosynthetic products in the regulation of flower fragrance at both biochemical and molecular levels. We attempt to provide basic information on floral-scent research, which may aid plant scientists and floriculturists to understand potential paths to modulate flower fragrance.",flower fragrance appears fascinating facet attract human significant influence human life plant reproduction via attracting pollinator perform fertilization hence posse substantial economic significance at present cultivator primarily paid high productivity rather fragrance hence le attention given increase desirable fragrance however flower fragrance received extreme focus researcher nowadays gain knowledge formation emission regulation volatile compound present flower various scent controlling gene scent gene encoding enzyme directly involved synthesis floral volatile identified past two decade the purpose present review summarize need enhancement flower fragrance ii overview various floral volatile biosynthetic pathway aaas derived biosynthetic pathway mediate floral scent flower iii understand bacterial biochemical transformation involved production floral scent related compound iv determine influence various transcription factor gene transporter regulation flower fragrance v explore effect various environmental factor viz pollution temperature drought etc floral scent therefore knowledge synthesis accumulation various specialized metabolite regulatory mechanism utmost importance this result regulation improvement flower respect fragrance development genotype high modified flower fragrance key target in addition improved floral scent emission considered vital commercial profit very report available flower fragrance enhancement via various biosynthetic product various cultivar the present review paper emphasizes role various biosynthetic product regulation flower fragrance biochemical molecular level we attempt provide basic information floral scent research may aid plant scientist floriculturists understand potential path modulate flower fragrance,low
210,From Molecular Fossils of Bacterial Hopanoids to the Formation of Isoprene Units: Discovery and Elucidation of the Methylerythritol Phosphate Pathway,"Investigations on the biosynthesis of bacterial triterpenoids of the hopane series led to the unexpected discovery of an alternative mevalonate independent pathway for the formation of isoprene units. Methylerythritol phosphate, already presenting the C5 branched isoprene skeleton, is the key intermediate. This pathway was independently characterized in ginkgo embryos for the formation of diterpenoids. It is present in most bacteria and in the plastids of all organisms belonging to phototrophic phyla. The key steps of the discovery and elucidation of this metabolic route are presented in this review.",investigations biosynthesis bacterial triterpenoids hopane series led unexpected discovery alternative mevalonate independent pathway formation isoprene unit methylerythritol phosphate already presenting c branched isoprene skeleton key intermediate this pathway independently characterized ginkgo embryo formation diterpenoids it present bacteria plastid organism belonging phototrophic phylum the key step discovery elucidation metabolic route presented review,high
211,Functional characterization and expression analysis of two terpene synthases involved in floral scent formation in Lilium ‘Siberia’,Floral scent formation in Lilium ‘Siberia’ is mainly due to monoterpene presence in the floral profile. LoTPS1 and LoTPS3 are responsible for the formation of (±)-linalool and ß-ocimene in Lilium ‘Siberia’.,floral scent formation lilium siberia mainly due monoterpene presence floral profile lotps lotps responsible formation linalool ocimene lilium siberia,low
212,Functional identification and differential expression of 1-deoxy-D-xylulose 5-phosphate synthase in induced terpenoid resin formation of Norway spruce (Picea abies),"Conifers produce terpenoid-based oleoresins as constitutive and inducible defenses against herbivores and pathogens. Much information is available about the genes and enzymes of the late steps of oleoresin terpenoid biosynthesis in conifers, but almost nothing is known about the early steps which proceed via the methylerythritol phosphate (MEP) pathway. Here we report the cDNA cloning and functional identification of three Norway spruce (Picea abies) genes encoding 1-deoxy-D-xylulose 5-phosphate synthase (DXS), which catalyzes the first step of the MEP pathway, and their differential expression in the stems of young saplings. Among them are representatives of both types of plant DXS genes. A single type I DXS gene is constitutively expressed in bark tissue and not affected by wounding or fungal application. In contrast, two distinct type II DXS genes, PaDXS2A and PaDXS2B, showed increased transcript abundance after these treatments as did two other genes of the MEP pathway tested, 1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXR) and 4-hydroxyl 3-methylbutenyl diphosphate reductase (HDR). We also measured gene expression in a Norway spruce cell suspension culture system that, like intact trees, accumulates monoterpenes after treatment with methyl jasmonate. These cell cultures were characterized by an up-regulation of monoterpene synthase gene transcripts and enzyme activity after elicitor treatment, as well as induced formation of octadecanoids, including jasmonic acid and 12-oxophytodienoic acid. Among the Type II DXS genes in cell cultures, PaDXS2A was induced by treatment with chitosan, methyl salicylate, and Ceratocystis polonica (a bark beetle-associated, blue-staining fungal pathogen of Norway spruce). However, PaDXS2B was induced by treatment with methyl jasmonate and chitosan, but was not affected by methyl salicylate or C. polonica. Our results suggest distinct functions of the three DXS genes in primary and defensive terpenoid metabolism in Norway spruce.",conifers produce terpenoid based oleoresin constitutive inducible defense herbivore pathogen much information available gene enzyme late step oleoresin terpenoid biosynthesis conifer almost nothing known early step proceed via methylerythritol phosphate mep pathway here report cdna cloning functional identification three norway spruce picea abies gene encoding deoxy d xylulose phosphate synthase dxs catalyzes first step mep pathway differential expression stem young sapling among representative type plant dxs gene a single type i dxs gene constitutively expressed bark tissue affected wounding fungal application in contrast two distinct type ii dxs gene padxs a padxs b showed increased transcript abundance treatment two gene mep pathway tested deoxy d xylulose phosphate reductoisomerase dxr hydroxyl methylbutenyl diphosphate reductase hdr we also measured gene expression norway spruce cell suspension culture system like intact tree accumulates monoterpenes treatment methyl jasmonate these cell culture characterized regulation monoterpene synthase gene transcript enzyme activity elicitor treatment well induced formation octadecanoids including jasmonic acid oxophytodienoic acid among type ii dxs gene cell culture padxs a induced treatment chitosan methyl salicylate ceratocystis polonica bark beetle associated blue staining fungal pathogen norway spruce however padxs b induced treatment methyl jasmonate chitosan affected methyl salicylate c polonica our result suggest distinct function three dxs gene primary defensive terpenoid metabolism norway spruce,low
213,General Overview of Plant Secondary Metabolism,"The aim of this chapter is to ask and answer basic questions about plant secondary metabolism. It attempts to justify its chemical diversity and looks at where and how secondary metabolites are synthesized and stored, at the level of the cell and the whole plant, taking into account the variations in space and time. The question of why plants synthesize secondary metabolites is approached from three points of view: specific physiological functions and intra- and interspecific interactions. The interspecific relations can be plant-plant (allelopathy), plant-microorganisms/fungi and plant-animal. In the overview of the biosynthetic processes, plant secondary metabolites are classified into three basic groups: glucide (glucides, glycosides and the shikimate-phenylpropanoid pathway), lipid (acetate malonate pathway and terpenes) and nitrogenated metabolites (non-proteinogenic amino acids, secondary peptides, cyanogenic compounds, glucosinolates and alkaloids).",the aim chapter ask answer basic question plant secondary metabolism it attempt justify chemical diversity look secondary metabolite synthesized stored level cell whole plant taking account variation space time the question plant synthesize secondary metabolite approached three point view specific physiological function intra interspecific interaction the interspecific relation plant plant allelopathy plant microorganism fungi plant animal in overview biosynthetic process plant secondary metabolite classified three basic group glucide glucides glycoside shikimate phenylpropanoid pathway lipid acetate malonate pathway terpene nitrogenated metabolite non proteinogenic amino acid secondary peptide cyanogenic compound glucosinolates alkaloid,low
214,Generation of expressed sequence tags for discovery of genes responsible for floral traits of Chrysanthemum morifolium by next-generation sequencing technology,"
                           Chrysanthemum morifolium is one of the most economically valuable ornamental plants worldwide. Chrysanthemum is an allohexaploid plant with a large genome that is commercially propagated by vegetative reproduction. New cultivars with different floral traits, such as color, morphology, and scent, have been generated mainly by classical cross-breeding and mutation breeding. However, only limited genetic resources and their genome information are available for the generation of new floral traits.",chrysanthemum morifolium one economically valuable ornamental plant worldwide chrysanthemum allohexaploid plant large genome commercially propagated vegetative reproduction new cultivar different floral trait color morphology scent generated mainly classical cross breeding mutation breeding however limited genetic resource genome information available generation new floral trait,low
215,Genetic Engineering of BVOC Emissions from Trees,"In recent years, it has become possible to inhibit constitutive production of biogenic volatile organic compounds (BVOC) in trees by genetic engineering. In addition, the trait for constitutive emissions has been introduced in several previously non-emitting herbaceous model organisms and crops. Research on these genetically engineered organisms has demonstrated that eliminating terpenes (syn. terpenoids or isoprenoids) emission reduces stress tolerance, while enhancing emissions often increases abiotic and biotic stress tolerance. In this chapter, the progress in terpene engineering work is reviewed, and the advantages of, changes in and obstacles related to genetically modified (GM) trees are discussed. We start by introducing the reader to terpene biosynthesis and the efforts undertaken to manipulate that process, we further review past attempts to repress and overexpress terpene synthases in herbs and trees, and finally describe the current achievements and suggest future possibilities in the field of terpene emission engineering.",in recent year become possible inhibit constitutive production biogenic volatile organic compound bvoc tree genetic engineering in addition trait constitutive emission introduced several previously non emitting herbaceous model organism crop research genetically engineered organism demonstrated eliminating terpene syn terpenoids isoprenoids emission reduces stress tolerance enhancing emission often increase abiotic biotic stress tolerance in chapter progress terpene engineering work reviewed advantage change obstacle related genetically modified gm tree discussed we start introducing reader terpene biosynthesis effort undertaken manipulate process review past attempt repress overexpress terpene synthases herb tree finally describe current achievement suggest future possibility field terpene emission engineering,low
216,Genetic Engineering of Saponin Target Genes to Improve Yields,"Plant is a main source of natural products with diverse chemical structures and biological activities. Among different plant-derived natural products, saponins secondary metabolites are widely distributed across diverse plant species and have great potentials for the pharmaceutical industry, detergents, pesticides and plant disease management. Triterpene glycosides characterized by a 30 carbon atoms, namely oxidosqualene, a major precursor for triterpene aglycone (sapogenin), to which sugar chains are attached to yield the corresponding saponin compounds. However, saponin applications are often limited due to the low yields or accumulation in planta, inadequate of natural resources and the continuous need of the new compounds with superior biological activities. In addition, the biosynthesis and regulatory pathways of the saponin compounds in different plant species are still very limited. Thus development of new methods to improve and diversify the production of saponin glycosides, with a foresight into metabolic engineering, can be an alternative solution to avoid the problem associated with saponin large scale production. In this chapter, we will summarized and discussed the available information regarding saponin engineering in plant and their potential applications for plant disease resistance.",plant main source natural product diverse chemical structure biological activity among different plant derived natural product saponin secondary metabolite widely distributed across diverse plant specie great potential pharmaceutical industry detergent pesticide plant disease management triterpene glycoside characterized carbon atom namely oxidosqualene major precursor triterpene aglycone sapogenin sugar chain attached yield corresponding saponin compound however saponin application often limited due low yield accumulation planta inadequate natural resource continuous need new compound superior biological activity in addition biosynthesis regulatory pathway saponin compound different plant specie still limited thus development new method improve diversify production saponin glycoside foresight metabolic engineering alternative solution avoid problem associated saponin large scale production in chapter summarized discussed available information regarding saponin engineering plant potential application plant disease resistance,high
217,"Genetically engineering cyanobacteria to convert CO2, water, and light into the long-chain hydrocarbon farnesene","Genetically engineered cyanobacteria offer a shortcut to convert CO2 and H2O directly into biofuels and high value chemicals for societal benefits. Farnesene, a long-chained hydrocarbon (C15H24), has many applications in lubricants, cosmetics, fragrances, and biofuels. However, a method for the sustainable, photosynthetic production of farnesene has been lacking. Here, we report the photosynthetic production of farnesene by the filamentous cyanobacterium Anabaena sp. PCC 7120 using only CO2, mineralized water, and light. A codon-optimized farnesene synthase gene was chemically synthesized and then expressed in the cyanobacterium, enabling it to synthesize farnesene through its endogenous non-mevalonate (MEP) pathway. Farnesene excreted from the engineered cyanobacterium volatilized into the flask head space and was recovered by adsorption in a resin column. The maximum photosynthetic productivity of farnesene was 69.1?±?1.8 µg·L-1·O.D.-1·d-1. Compared to the wild type, the farnesene-producing cyanobacterium also exhibited a 60 % higher PSII activity under high light, suggesting increased farnesene productivity in such conditions. We envision genetically engineered cyanobacteria as a bio-solar factory for photosynthetic production of a wide range of biofuels and commodity chemicals.",genetically engineered cyanobacteria offer shortcut convert co h o directly biofuels high value chemical societal benefit farnesene long chained hydrocarbon c h many application lubricant cosmetic fragrance biofuels however method sustainable photosynthetic production farnesene lacking here report photosynthetic production farnesene filamentous cyanobacterium anabaena sp pcc using co mineralized water light a codon optimized farnesene synthase gene chemically synthesized expressed cyanobacterium enabling synthesize farnesene endogenous non mevalonate mep pathway farnesene excreted engineered cyanobacterium volatilized flask head space recovered adsorption resin column the maximum photosynthetic productivity farnesene g l o d compared wild type farnesene producing cyanobacterium also exhibited higher psii activity high light suggesting increased farnesene productivity condition we envision genetically engineered cyanobacteria bio solar factory photosynthetic production wide range biofuels commodity chemical,low
218,Genome organization in Arabidopsis thaliana: a survey for genes involved in isoprenoid and chlorophyll metabolism,"The isoprenoid biosynthetic pathway provides intermediates for the synthesis of a multitude of natural products which serve numerous biochemical functions in plants: sterols (isoprenoids with a C30 backbone) are essential components of membranes; carotenoids (C40) and chlorophylls (which contain a C20 isoprenoid side-chain) act as photosynthetic pigments; plastoquinone, phylloquinone and ubiquinone (all of which contain long isoprenoid side-chains) participate in electron transport chains; gibberellins (C20), brassinosteroids (C30) and abscisic acid (C15) are phytohormones derived from isoprenoid intermediates; prenylation of proteins (with C15 or C20 isoprenoid moieties) may mediate subcellular targeting and regulation of activity; and several monoterpenes (C10), sesquiterpenes (C15) and diterpenes (C20) have been demonstrated to be involved in plant defense. Here we present a comprehensive analysis of genes coding for enzymes involved in the metabolism of isoprenoid-derived compounds in Arabidopsis thaliana. By combining homology and sequence motif searches with knowledge regarding the phylogenetic distribution of pathways of isoprenoid metabolism across species, candidate genes for these pathways in A. thaliana were obtained. A detailed analysis of the vicinity of chromosome loci for genes of isoprenoid metabolism in A. thaliana provided evidence for the clustering of genes involved in common pathways. Multiple sequence alignments were used to estimate the number of genes in gene families and sequence relationship trees were utilized to classify their individual members. The integration of all these datasets allows the generation of a knowledge-based metabolic map of isoprenoid metabolic pathways in A. thaliana and provides a substantial improvement of the currently available gene annotation.",the isoprenoid biosynthetic pathway provides intermediate synthesis multitude natural product serve numerous biochemical function plant sterol isoprenoids c backbone essential component membrane carotenoid c chlorophyll contain c isoprenoid side chain act photosynthetic pigment plastoquinone phylloquinone ubiquinone contain long isoprenoid side chain participate electron transport chain gibberellin c brassinosteroids c abscisic acid c phytohormone derived isoprenoid intermediate prenylation protein c c isoprenoid moiety may mediate subcellular targeting regulation activity several monoterpenes c sesquiterpenes c diterpenes c demonstrated involved plant defense here present comprehensive analysis gene coding enzyme involved metabolism isoprenoid derived compound arabidopsis thaliana by combining homology sequence motif search knowledge regarding phylogenetic distribution pathway isoprenoid metabolism across specie candidate gene pathway a thaliana obtained a detailed analysis vicinity chromosome locus gene isoprenoid metabolism a thaliana provided evidence clustering gene involved common pathway multiple sequence alignment used estimate number gene gene family sequence relationship tree utilized classify individual member the integration datasets allows generation knowledge based metabolic map isoprenoid metabolic pathway a thaliana provides substantial improvement currently available gene annotation,high
219,Genome-wide detection and classification of terpene synthase genes in Aquilaria agallochum,"Agarwood, one of the precious woods in the globe, is produced by Aquilaria plant species during an upshot of wounding and infection. Produced as a defence response, the dark, fragrant resin gets secreted in the plant’s duramen, which is impregnated with fragrant molecules with the due course. Agarwood has gained worldwide popularity due to its high aromatic oil, fragrance, and pharmaceutical value, which makes it highly solicited by numerous industries. Predominant chemical constituents of agarwood, sesquiterpenoids, and 2-(2-phenylethyl) chromones have been scrutinized to comprehend the scientific nature of the fragrant wood and develop novel products. However, the genes involved in the biosynthesis of these aromatic compounds are still not comprehensively studied in Aquilaria. In this study, publicly available genomic and transcriptomics data of Aquilaria agallochum were integrated to identify putative functional terpene synthase genes (TPSs). The in silico study enabled us to identify ninety-six TPSs, of which thirty-nine full-length genes were systematically classified into TPS-a, TPS-b, TPS-c, TPS-e, TPS-f, and TPS-g subfamilies based on their gene structure, conserve motif, and phylogenetic comparison with TPSs from other plant species. Analysis of the cis-regulatory elements present upstream of AaTPSs revealed their association with hormone, stress and light responses. In silico expression studies detected their up-regulation in stress induced tissue. This study provides a basic understanding of terpene synthase gene repertoire in Aquilaria agallochum and unlatches opportunities for the biochemical characterization and biotechnological exploration of these genes.",agarwood one precious wood globe produced aquilaria plant specie upshot wounding infection produced defence response dark fragrant resin get secreted plant duramen impregnated fragrant molecule due course agarwood gained worldwide popularity due high aromatic oil fragrance pharmaceutical value make highly solicited numerous industry predominant chemical constituent agarwood sesquiterpenoids phenylethyl chromones scrutinized comprehend scientific nature fragrant wood develop novel product however gene involved biosynthesis aromatic compound still comprehensively studied aquilaria in study publicly available genomic transcriptomics data aquilaria agallochum integrated identify putative functional terpene synthase gene tpss the silico study enabled u identify ninety six tpss thirty nine full length gene systematically classified tps tps b tps c tps e tps f tps g subfamily based gene structure conserve motif phylogenetic comparison tpss plant specie analysis ci regulatory element present upstream aatpss revealed association hormone stress light response in silico expression study detected regulation stress induced tissue this study provides basic understanding terpene synthase gene repertoire aquilaria agallochum unlatches opportunity biochemical characterization biotechnological exploration gene,low
220,Herbivore-Induced Plant Volatiles to Enhance Biological Control in Agriculture,"Plants under herbivore attack synthetize defensive organic compounds that directly or indirectly affect herbivore performance and mediate other interactions with the community. The so-called herbivore-induced plant volatiles (HIPVs) consist of odors released by attacked plants that serve as important cues for parasitoids and predators to locate their host/prey. The understanding that has been gained on the ecological role and mechanisms of HIPV emission opens up paths for developing novel strategies integrated with biological control programs with the aim of enhancing the efficacy of natural enemies in suppressing pest populations in crops. Tactics using synthetic HIPVs or chemically/genetically manipulating plant defenses have been suggested in order to recruit natural enemies to plantations or help guiding them to their host more quickly, working as a “synergistic” agent of biological control. This review discusses strategies using HIPVs to enhance biological control that have been proposed in the literature and were categorized here as: (a) exogenous application of elicitors on plants, (b) use of plant varieties that emit attractive HIPVs to natural enemies, (c) release of synthetic HIPVs, and (d) genetic manipulation targeting genes that optimize HIPV emission. We discuss the feasibility, benefits, and downsides of each strategy by considering not only field studies but also comprehensive laboratory assays that present an applied approach for HIPVs or show the potential of employing them in the field.",plants herbivore attack synthetize defensive organic compound directly indirectly affect herbivore performance mediate interaction community the called herbivore induced plant volatile hipvs consist odor released attacked plant serve important cue parasitoids predator locate host prey the understanding gained ecological role mechanism hipv emission open path developing novel strategy integrated biological control program aim enhancing efficacy natural enemy suppressing pest population crop tactics using synthetic hipvs chemically genetically manipulating plant defense suggested order recruit natural enemy plantation help guiding host quickly working synergistic agent biological control this review discus strategy using hipvs enhance biological control proposed literature categorized exogenous application elicitors plant b use plant variety emit attractive hipvs natural enemy c release synthetic hipvs genetic manipulation targeting gene optimize hipv emission we discus feasibility benefit downside strategy considering field study also comprehensive laboratory assay present applied approach hipvs show potential employing field,low
221,"Herbivore-induced terpenoid emission in Medicago truncatula: concerted action of jasmonate, ethylene and calcium signaling","Plant volatiles emitted by Medicago truncatula in response to feeding larvae of Spodoptera exigua are composed of a complex blend of terpenoids. The cDNAs of three terpene synthases (TPSs), which contribute to the blend of terpenoids, were cloned from M. truncatula. Their functional characterization proved MtTPS1 to be a ß-caryophyllene synthase and MtTPS5 to be a multi-product sesquiterpene synthase. MtTPS3 encodes a bifunctional enzyme producing (E)-nerolidol and geranyllinalool (precursors of C11 and C16 homoterpenes) from different prenyl diphosphates serving as substrates. The addition of jasmonic acid (JA) induced expression of the TPS genes, but terpenoid emission was higher from plants treated with JA and the ethylene precursor 1-amino-cyclopropyl-1-carboxylic acid. Compared to infested wild-type M. truncatula plants, lower amounts of various sesquiterpenes and a C11–homoterpene were released from an ethylene-insensitive mutant skl. This difference coincided with lower transcript levels of MtTPS5 and of 1-deoxy-D-xylulose-5-phosphate synthase (MtDXS2) in the damaged skl leaves. Moreover, ethephon, an ethylene-releasing compound, modified the extent and mode of the herbivore-stimulated Ca2+ variations in the cytoplasm that is necessary for both JA and terpene biosynthesis. Thus, ethylene contributes to the herbivory-induced terpenoid biosynthesis at least twice: by modulating both early signaling events such as cytoplasmic Ca2+-influx and the downstream JA-dependent biosynthesis of terpenoids.",plant volatile emitted medicago truncatula response feeding larva spodoptera exigua composed complex blend terpenoids the cdnas three terpene synthases tpss contribute blend terpenoids cloned m truncatula their functional characterization proved mttps caryophyllene synthase mttps multi product sesquiterpene synthase mttps encodes bifunctional enzyme producing e nerolidol geranyllinalool precursor c c homoterpenes different prenyl diphosphates serving substrate the addition jasmonic acid ja induced expression tps gene terpenoid emission higher plant treated ja ethylene precursor amino cyclopropyl carboxylic acid compared infested wild type m truncatula plant lower amount various sesquiterpenes c homoterpene released ethylene insensitive mutant skl this difference coincided lower transcript level mttps deoxy d xylulose phosphate synthase mtdxs damaged skl leaf moreover ethephon ethylene releasing compound modified extent mode herbivore stimulated ca variation cytoplasm necessary ja terpene biosynthesis thus ethylene contributes herbivory induced terpenoid biosynthesis least twice modulating early signaling event cytoplasmic ca influx downstream ja dependent biosynthesis terpenoids,low
222,Heterologous Production of Plant Terpenes in the Photosynthetic Bacterium Rhodobacter capsulatus,"Terpenes are one of the largest classes of secondary metabolites that occur in all kingdoms of life and offer diverse valuable properties for food and pharma industry including pleasant odor or taste as well as antimicrobial or anticancer activities. A multitude of terpene biosynthesis pathways are known, but their efficient biotechnological exploitation requires an adequate microorganism as host which can ideally provide an optimal supply with biosynthetic isoprene precursors. Rhodobacter capsulatus, a Gram-negative, facultative anaerobic, photosynthetic non-sulfur purple bacterium belonging to the a-proteobacteria represents such a host particularly suitable for terpene production. Here, we describe methods for the expression of terpene biosynthetic enzymes in R. capsulatus and the extraction of products for analysis. At the same time, we summarize the current strategies to adjust the biosynthetic precursor supply via isoprenoid biosynthetic pathways.",terpenes one largest class secondary metabolite occur kingdom life offer diverse valuable property food pharma industry including pleasant odor taste well antimicrobial anticancer activity a multitude terpene biosynthesis pathway known efficient biotechnological exploitation requires adequate microorganism host ideally provide optimal supply biosynthetic isoprene precursor rhodobacter capsulatus gram negative facultative anaerobic photosynthetic non sulfur purple bacterium belonging proteobacteria represents host particularly suitable terpene production here describe method expression terpene biosynthetic enzyme r capsulatus extraction product analysis at time summarize current strategy adjust biosynthetic precursor supply via isoprenoid biosynthetic pathway,medium
223,Identification of a novel hedycaryol synthase gene isolated from Camellia  brevistyla flowers and floral scent of Camellia cultivars,"
                  A novel terpene synthase (
                  Tps
                  ) gene isolated from
                  Camellia brevistyla
                  was identified as hedycaryol synthase, which was shown to be expressed specifically in flowers.
",a novel terpene synthase tps gene isolated camellia brevistyla identified hedycaryol synthase shown expressed specifically flower,low
224,Identification of genes related to agarwood formation: transcriptome analysis of healthy and wounded tissues of Aquilaria sinensis,"Agarwood is an expensive resinous heartwood derived from Aquilaria plants that is widely used in traditional medicines, incense and perfume. Only wounded trees can produce agarwood, and the huge demand for the agarwood products has led all Aquilaria spp. being endangered and listed in the Appendix II of the CITES (http://www.cites.org). The major components of agarwood are sesquiterpenes and phenylethyl chromones. Owing to a lack of genomic information, the molecular basis of wound-induced sesquiterpenes biosynthesis and agarwood formation remains unknown.",agarwood expensive resinous heartwood derived aquilaria plant widely used traditional medicine incense perfume only wounded tree produce agarwood huge demand agarwood product led aquilaria spp endangered listed appendix ii cites http www cite org the major component agarwood sesquiterpenes phenylethyl chromones owing lack genomic information molecular basis wound induced sesquiterpenes biosynthesis agarwood formation remains unknown,low
225,Identification of QTLs controlling aroma volatiles using a ‘Fortune’ x ‘Murcott’ (Citrus reticulata) population,"Flavor is an important attribute of mandarin (Citrus reticulata Blanco), but flavor improvement via conventional breeding is very challenging largely due to the complexity of the flavor components and traits. Many aroma associated volatiles of citrus fruit have been identified, which are directly related to flavor, but knowledge of genetic linkages and relevant genes for these volatiles, along with applicable markers potentially for expeditious and economical marker-assisted selection (MAS), is very limited. The objective of this project was to identify single nucleotide polymorphism (SNP) markers associated with these volatile traits.",flavor important attribute mandarin citrus reticulata blanco flavor improvement via conventional breeding challenging largely due complexity flavor component trait many aroma associated volatile citrus fruit identified directly related flavor knowledge genetic linkage relevant gene volatile along applicable marker potentially expeditious economical marker assisted selection mas limited the objective project identify single nucleotide polymorphism snp marker associated volatile trait,low
226,"Induction of a leaf specific geranylgeranyl pyrophosphate synthase and emission of (E,E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene in tomato are dependent on both jasmonic acid and salicylic acid signaling pathways","Two cDNAs encoding geranylgeranyl pyrophosphate (GGPP) synthases from tomato (Lycopersicon esculentum) have been cloned and functionally expressed in Escherichia coli. LeGGPS1 was predominantly expressed in leaf tissue and LeGGPS2 in ripening fruit and flower tissue. LeGGPS1 expression was induced in leaves by spider mite (Tetranychus urticae)-feeding and mechanical wounding in wild type tomato but not in the jasmonic acid (JA)-response mutant def-1 and the salicylic acid (SA)-deficient transgenic NahG line. Furthermore, LeGGPS1 expression could be induced in leaves of wild type tomato plants by JA- or methyl salicylate (MeSA)-treatment. In contrast, expression of LeGGPS2 was not induced in leaves by spider mite-feeding, wounding, JA- or MeSA-treatment. We show that emission of the GGPP-derived volatile terpenoid (E,E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene (TMTT) correlates with expression of LeGGPS1. An exception was MeSA-treatment, which resulted in induction of LeGGPS1 but not in emission of TMTT. We show that there is an additional layer of regulation, because geranyllinalool synthase, catalyzing the first dedicated step in TMTT biosynthesis, was induced by JA but not by MeSA.",two cdnas encoding geranylgeranyl pyrophosphate ggpp synthases tomato lycopersicon esculentum cloned functionally expressed escherichia coli leggps predominantly expressed leaf tissue leggps ripening fruit flower tissue leggps expression induced leaf spider mite tetranychus urticae feeding mechanical wounding wild type tomato jasmonic acid ja response mutant def salicylic acid sa deficient transgenic nahg line furthermore leggps expression could induced leaf wild type tomato plant ja methyl salicylate mesa treatment in contrast expression leggps induced leaf spider mite feeding wounding ja mesa treatment we show emission ggpp derived volatile terpenoid e e trimethyltrideca tetraene tmtt correlate expression leggps an exception mesa treatment resulted induction leggps emission tmtt we show additional layer regulation geranyllinalool synthase catalyzing first dedicated step tmtt biosynthesis induced ja mesa,low
227,Insect–Plant Interactions and Role of Secondary Metabolites,"The chapters open with theories of insect–plant association where several theories were discussed. A flow chart of coevolution of plants and insects from the evolution point of view is given with a special note on “hexapod gap.” The structural and functional coevolution of insects in relation to plant evolution is briefly discussed. Evolution of herbivory in insects considering plant as the source of food material to insects and several theories of insect herbivory has been outlined and discussed. Role of insects belonging to different orders, as principal pollinator agent of several terrestrial cross-pollinated plants is reviewed under “Entomophily.” A brief note on deceptive pollination in insects is also touched upon. Plants through the process of evolution has learnt to defend themselves from herbivore attack particularly insects and accordingly role of plant secondary metabolites as a defense against insect herbivore has been discussed in length. Several plant secondary metabolites, their by-products and their role as defense against insect herbivore has been discussed in length.",the chapter open theory insect plant association several theory discussed a flow chart coevolution plant insect evolution point view given special note hexapod gap the structural functional coevolution insect relation plant evolution briefly discussed evolution herbivory insect considering plant source food material insect several theory insect herbivory outlined discussed role insect belonging different order principal pollinator agent several terrestrial cross pollinated plant reviewed entomophily a brief note deceptive pollination insect also touched upon plants process evolution learnt defend herbivore attack particularly insect accordingly role plant secondary metabolite defense insect herbivore discussed length several plant secondary metabolite product role defense insect herbivore discussed length,low
